2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.35,3600,"3,588.65"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.36,3600,"3,588.64"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.37,3600,"3,588.63"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.38,3600,"3,588.62"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.40,3600,"3,588.60"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.41,3600,"3,588.59"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.42,3600,"3,588.58"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.44,3600,"3,588.56"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.45,3600,"3,588.55"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.46,3600,"3,588.54"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.47,3600,"3,588.53"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.49,3600,"3,588.51"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.50,3600,"3,588.50"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.51,3600,"3,588.49"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.53,3600,"3,588.47"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.54,3600,"3,588.46"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.55,3600,"3,588.45"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.56,3600,"3,588.44"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.58,3600,"3,588.42"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.59,3600,"3,588.41"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.61,3600,"3,588.39"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.62,3600,"3,588.38"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.63,3600,"3,588.37"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.64,3600,"3,588.36"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.66,3600,"3,588.34"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.67,3600,"3,588.33"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.68,3600,"3,588.32"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.69,3600,"3,588.31"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.71,3600,"3,588.29"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.72,3600,"3,588.28"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.74,3600,"3,588.26"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.75,3600,"3,588.25"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.76,3600,"3,588.24"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.77,3600,"3,588.23"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.78,3600,"3,588.22"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.80,3600,"3,588.20"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.81,3600,"3,588.19"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.83,3600,"3,588.17"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.84,3600,"3,588.16"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.85,3600,"3,588.15"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.86,3600,"3,588.14"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.88,3600,"3,588.12"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.89,3600,"3,588.11"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.91,3600,"3,588.09"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.92,3600,"3,588.08"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.94,3600,"3,588.06"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.95,3600,"3,588.05"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.97,3600,"3,588.03"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.98,3600,"3,588.02"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,11.99,3600,"3,588.01"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.01,3600,"3,587.99"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.02,3600,"3,587.98"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.04,3600,"3,587.96"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.05,3600,"3,587.95"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.07,3600,"3,587.93"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.08,3600,"3,587.92"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.09,3600,"3,587.91"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.11,3600,"3,587.89"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.12,3600,"3,587.88"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.14,3600,"3,587.86"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.15,3600,"3,587.85"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.16,3600,"3,587.84"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.18,3600,"3,587.82"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.19,3600,"3,587.81"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.20,3600,"3,587.80"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.22,3600,"3,587.78"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.23,3600,"3,587.77"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.24,3600,"3,587.76"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.26,3600,"3,587.74"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.28,3600,"3,587.72"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.30,3600,"3,587.70"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.32,3600,"3,587.68"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.34,3600,"3,587.66"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.36,3600,"3,587.64"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.38,3600,"3,587.62"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.40,3600,"3,587.60"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.42,3600,"3,587.58"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.44,3600,"3,587.56"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.46,3600,"3,587.54"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.48,3600,"3,587.52"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.51,3600,"3,587.49"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.53,3600,"3,587.47"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.56,3600,"3,587.44"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.58,3600,"3,587.42"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.61,3600,"3,587.39"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.63,3600,"3,587.37"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.65,3600,"3,587.35"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.68,3600,"3,587.32"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.70,3600,"3,587.30"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.72,3600,"3,587.28"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.74,3600,"3,587.26"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.76,3600,"3,587.24"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.79,3600,"3,587.21"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.81,3600,"3,587.19"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.85,3600,"3,587.15"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.88,3600,"3,587.12"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.90,3600,"3,587.10"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.93,3600,"3,587.07"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.96,3600,"3,587.04"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,12.98,3600,"3,587.02"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.01,3600,"3,586.99"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.04,3600,"3,586.96"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.06,3600,"3,586.94"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.08,3600,"3,586.92"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.11,3600,"3,586.89"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.13,3600,"3,586.87"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.16,3600,"3,586.84"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.19,3600,"3,586.81"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.21,3600,"3,586.79"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.23,3600,"3,586.77"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.26,3600,"3,586.74"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.28,3600,"3,586.72"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.31,3600,"3,586.69"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.35,3600,"3,586.65"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.38,3600,"3,586.62"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.40,3600,"3,586.60"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.42,3600,"3,586.58"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.44,3600,"3,586.56"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.47,3600,"3,586.53"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.48,3600,"3,586.52"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.51,3600,"3,586.49"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.52,3600,"3,586.48"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.54,3600,"3,586.46"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.56,3600,"3,586.44"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.58,3600,"3,586.42"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.61,3600,"3,586.39"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.63,3600,"3,586.37"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.64,3600,"3,586.36"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.67,3600,"3,586.33"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.68,3600,"3,586.32"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.71,3600,"3,586.29"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.73,3600,"3,586.27"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.74,3600,"3,586.26"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.77,3600,"3,586.23"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.79,3600,"3,586.21"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.81,3600,"3,586.19"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.84,3600,"3,586.16"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.86,3600,"3,586.14"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.89,3600,"3,586.11"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.91,3600,"3,586.09"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.95,3600,"3,586.05"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,13.98,3600,"3,586.02"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,14.02,3600,"3,585.98"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,14.07,3600,"3,585.93"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,14.11,3600,"3,585.89"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,14.13,3600,"3,585.87"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,14.14,3600,"3,585.86"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,14.16,3600,"3,585.84"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,14.17,3600,"3,585.83"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,14.19,3600,"3,585.81"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,14.20,3600,"3,585.80"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,14.21,3600,"3,585.79"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,14.23,3600,"3,585.77"
2021-12-11 1...,0.00,200.00,1,5.00,0.00,14.24,3600,"3,585.76"
